TIMESTAMP,POWER
20131101 1:00,0.3667761362647143
20131101 2:00,0.3686302335137175
20131101 3:00,0.36621436267649915
20131101 4:00,0.35872739762636374
20131101 5:00,0.3708094967138937
20131101 6:00,0.3729158965180147
20131101 7:00,0.33586932298392025
20131101 8:00,0.22628994988503148
20131101 9:00,0.15586890124574265
20131101 10:00,0.011148487532393808
20131101 11:00,-0.03800841509830251
20131101 12:00,0.0019656750368374776
20131101 13:00,0.12031525949430805
20131101 14:00,0.0816940696309954
20131101 15:00,-0.03454199937263864
20131101 16:00,0.03952558074228786
20131101 17:00,0.05739796228822122
20131101 18:00,0.07546649672843964
20131101 19:00,0.04451284483941993
20131101 20:00,-0.046790405699652655
20131101 21:00,0.05966342812388395
20131101 22:00,0.11273657116670308
20131101 23:00,0.1645353341657916
20131102 0:00,0.21692579141360868
20131102 1:00,0.4439653009642842
20131102 2:00,0.489328342181803
20131102 3:00,0.5508005826392081
20131102 4:00,0.6184606153326122
20131102 5:00,0.6441986870848926
20131102 6:00,0.5989049338929993
20131102 7:00,0.5376602308297146
20131102 8:00,0.5025738592371624
20131102 9:00,0.49952943749182355
20131102 10:00,0.448886634382612
20131102 11:00,0.39876112828747173
20131102 12:00,0.31834743686351336
20131102 13:00,0.4582588916327236
20131102 14:00,0.5567107289261918
20131102 15:00,0.3088793086853753
20131102 16:00,0.3602491695360241
20131102 17:00,0.46718757789386667
20131102 18:00,0.519060613258212
20131102 19:00,0.45701579714656526
20131102 20:00,0.3816082057885386
20131102 21:00,0.42091093712243494
20131102 22:00,0.49731809551335493
20131102 23:00,0.48781343564817414
20131103 0:00,0.4765107108097053
20131103 1:00,0.4215171453570492
20131103 2:00,0.4354235979469132
20131103 3:00,0.5703173429594451
20131103 4:00,0.6020573296979892
20131103 5:00,0.5805257948944553
20131103 6:00,0.5794390655840121
20131103 7:00,0.5758530182288452
20131103 8:00,0.5709993854800095
20131103 9:00,0.507469844566354
20131103 10:00,0.4381165564955424
20131103 11:00,0.36661781760982126
20131103 12:00,0.4957718930138031
20131103 13:00,0.5082901757934953
20131103 14:00,0.5453033458172462
20131103 15:00,0.5972439668268451
20131103 16:00,0.634932281354668
20131103 17:00,0.6601481475842155
20131103 18:00,0.680488391779695
20131103 19:00,0.6946479145775108
20131103 20:00,0.7117078741395828
20131103 21:00,0.744682444668867
20131103 22:00,0.807488017373797
20131103 23:00,0.852803831752133
20131104 0:00,0.7612877797737814
