TIMESTAMP,POWER
20131101 1:00,0.36045088217511106
20131101 2:00,0.36586610802007014
20131101 3:00,0.36655075267652654
20131101 4:00,0.3609749137900943
20131101 5:00,0.3745393669111433
20131101 6:00,0.377274043390347
20131101 7:00,0.34082509957548934
20131101 8:00,0.23204224573767562
20131101 9:00,0.16381364799873685
20131101 10:00,0.038047730957956424
20131101 11:00,0.0007172485289771019
20131101 12:00,0.04787633417206694
20131101 13:00,0.06669070895138002
20131101 14:00,0.030436532050369156
20131101 15:00,-0.020075578642582526
20131101 16:00,0.05323611672901457
20131101 17:00,0.07582389691009478
20131101 18:00,0.09808832011497856
20131101 19:00,0.06935754980512196
20131101 20:00,-0.018467451758219178
20131101 21:00,0.005918055254244353
20131101 22:00,0.08096934949724133
20131101 23:00,0.14112737393460478
20131102 0:00,0.20380363985531957
20131102 1:00,0.4323068159413571
20131102 2:00,0.48178699096529665
20131102 3:00,0.5476398237149893
20131102 4:00,0.6204818221846459
20131102 5:00,0.6487506452091673
20131102 6:00,0.6038505652547647
20131102 7:00,0.5435431708128956
20131102 8:00,0.5166152879631724
20131102 9:00,0.5195394810872086
20131102 10:00,0.4690712373384759
20131102 11:00,0.4186958341413346
20131102 12:00,0.3385669174812483
20131102 13:00,0.47410331632264113
20131102 14:00,0.5737111948822283
20131102 15:00,0.32822278328793736
20131102 16:00,0.3781657703585082
20131102 17:00,0.4847099117909328
20131102 18:00,0.5382175279810478
20131102 19:00,0.4777642138757292
20131102 20:00,0.4025378783091154
20131102 21:00,0.44455855212234274
20131102 22:00,0.523078730794689
20131102 23:00,0.5148468826681691
20131103 0:00,0.5043833785609754
20131103 1:00,0.4480907899432751
20131103 2:00,0.45800115168612743
20131103 3:00,0.5914702546175641
20131103 4:00,0.6239919209811836
20131103 5:00,0.6027498843420844
20131103 6:00,0.6016546469300713
20131103 7:00,0.5986502108989926
20131103 8:00,0.5944702092974363
20131103 9:00,0.5306517753879256
20131103 10:00,0.4615496347821574
20131103 11:00,0.3956526533074098
20131103 12:00,0.5364682949511479
20131103 13:00,0.5514593744095179
20131103 14:00,0.5903544244266763
20131103 15:00,0.6437853970752921
20131103 16:00,0.6824170051318934
20131103 17:00,0.7083299645562755
20131103 18:00,0.7293298279321776
20131103 19:00,0.7443917861141855
20131103 20:00,0.7627975084475557
20131103 21:00,0.7975615579927393
20131103 22:00,0.862466001013338
20131103 23:00,0.8016701874569059
20131104 0:00,0.710098889549047
20131104 1:00,0.66585860311834
20131104 2:00,0.5812205240166549
20131104 3:00,0.5107597686327574
20131104 4:00,0.4350674842109723
20131104 5:00,0.39660596008450866
